id,face_detected_ratio,gaze_ratio_mean,gaze_deviation_mean,gaze_stability_std,smile_score_mean,smile_score_std,frown_score_mean,frown_score_std,eye_openness_mean,eye_openness_std,jaw_open_mean,jaw_open_std,brow_raise_mean,brow_raise_std,mouth_frown_mean,mouth_frown_std,emotion_happy_mean,emotion_sad_mean,emotion_angry_mean,emotion_surprise_mean,emotion_fear_mean,emotion_disgust_mean,emotion_neutral_mean
0031,1.0,0.5507035325695009,0.05135112544692131,0.012825500413638629,0.11731925152237048,0.13212422496193396,0.001113545137580813,0.0008522120716525367,0.93909791782019,0.11457310160162387,0.07364985850632794,0.09917752364125176,0.4707963317632675,0.0809407724688924,0.0002709816223801574,0.0004217518080420687,0.11291159331748271,0.12568317637362322,0.004742572958613725,0.21865657364935892,0.10150414183026976,0.029008440895614034,0.4074935009750376
0032,1.0,0.5935724733118342,0.09357247331183416,0.0,0.0029826342361047864,0.0,0.0058945538476109505,0.0,0.6606326252222061,0.0,0.04759712889790535,0.0,0.12494632229208946,0.0,7.77935692894971e-05,0.0,0.002940044788247431,0.09850768356154731,0.004514495461330625,0.06481960069504566,0.0638234050173196,0.020034591312037265,0.7453601791644722
0033,1.0,0.5508732061467246,0.05472436844711502,0.023946162035964363,0.006622348349955754,0.026168437727177293,0.0930899299602132,0.05939774395663711,0.870722444061482,0.1406948763645407,0.15339990645902707,0.12476790284123634,0.06976896375600322,0.16176061919351545,0.0002264802502455656,0.0008021924233940336,0.0059729367754035294,0.02884860567694742,0.04920146999150849,0.07550743080381116,0.023240663163830645,0.02532071685400258,0.791908176734496
0034,1.0,0.46264428372266786,0.0373557162773321,0.013933900682649882,0.003936889181541294,0.005366120974991373,0.00012168786041946497,5.947334567382624e-05,0.9500396746533135,0.09333528151136457,0.038550746855505094,0.03364614674080138,0.6625649900390551,0.07073039266019826,0.002191521275908424,0.004376512311796128,0.003596642868079666,0.33940131088722914,0.0036902372957846367,0.28257625938970327,0.22835050754476477,0.041130210215846556,0.1012548317985919
0035,1.0,0.5643653139845757,0.06436531398457564,0.014253229384956276,0.00475515710269292,0.007896386192204017,0.0015092335911504051,0.0020472425582252983,0.8595166875747964,0.07382757619618771,0.16986532302689739,0.11218665717134645,0.3149309002328664,0.10868494683685548,0.008240740157816617,0.008836842087269687,0.004448929174092375,0.24260362361712157,0.008815079841972908,0.17805276130135664,0.1626938396783414,0.013284372798615707,0.3901013935884994
0036,1.0,0.528989715075963,0.029240533128538984,0.01315943613388608,0.016188121622430378,0.054825559829926256,0.0007806555274458203,0.0003677333084058408,0.8523363375459754,0.07640801798881806,0.10354749723115847,0.06484622400154712,0.4104147556991804,0.06069459403831765,0.0002197073810553515,0.00029859312806073687,0.015544473596427778,0.20649246622917114,0.004883814699801852,0.19736992920176513,0.11782203005015096,0.005594590233372713,0.4522926959893104
0037,1.0,0.5665622465833358,0.06656224658333568,0.02123371558880084,0.204186406899737,0.23603280691883877,0.020946789513497304,0.011335658053916437,0.8728877712662021,0.14662048834526442,0.043395021799369715,0.05898398375777088,0.09650022924567263,0.04072969294334461,0.0001938184779059308,0.0001494360149858472,0.19908450543462786,0.05210554304678708,0.013685050477438133,0.053813705295766116,0.041368712251816854,0.016699529155661547,0.6232429543379023
0038,1.0,0.5136919979670528,0.018298436792619558,0.019576350593264742,0.0517711582257394,0.07311975823363588,0.03472033088307893,0.026943893427056827,0.8619644860042619,0.10348421214915814,0.02115682534324087,0.033573649188375486,0.1402171375066565,0.079230551250384,0.0001967715684857371,0.0007283186595768548,0.05125383956235457,0.03656516703402287,0.020746777007238867,0.06589990383644156,0.01032043300284912,0.04897273757660592,0.7662411419804871
0039,1.0,0.5482390450441561,0.048239045044156,0.009197101395580429,0.003310489967649725,0.003424732470120182,0.14633499858900906,0.043972369017022984,0.9310149046281974,0.035978597060028004,0.018343251316885776,0.02761758883742385,0.02661268940040221,0.015061958134794756,2.3195284806358057e-05,2.0379186882808615e-05,0.0032777062365443406,0.016327213445097945,0.07432262687478168,0.020032498929261545,0.0066935885121650555,0.04567206548816632,0.8336743005139832
0040,1.0,0.5495262165506664,0.04952621655066636,0.010755869429870911,0.277026520509805,0.14228413509627033,0.012374094620879208,0.002674840336050045,0.8867522712264743,0.009069172775781904,0.002527741257966097,0.004233617821513595,0.164946725325925,0.03073968253753844,4.9492971096957005e-05,2.6188962431347655e-05,0.2767536448748807,0.02354621796718805,0.014662265718195048,0.06839723690396309,0.019666241531792496,0.012381557606775572,0.5845928353972052
